Centroid,Voltage Class (kV),Owner
"-93.741554, 32.510664","UNDER 100","SOUTHWESTERN ELECTRIC POWER CO"
"-93.760109, 32.418501","UNDER 100","SOUTHWESTERN ELECTRIC POWER CO"
"-97.950463, 35.849394","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.739480, 32.475654","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-99.576373, 36.566945","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.915748, 35.837874","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.874596, 35.795368","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.370763, 30.556785","UNDER 100","PEDERNALES ELECTRIC COOP, INC"
"-97.952101, 35.962041","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.764056, 35.790801","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-101.900411, 33.591878","UNDER 100","CITY OF LUBBOCK - (TX)"
"-95.237829, 32.233635","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-97.990610, 35.863634","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-95.318710, 34.913078","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.493880, 31.046485","UNDER 100","NOT AVAILABLE"
"-95.434296, 34.898922","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.198583, 34.936291","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-95.318374, 34.913304","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.037489, 36.457028","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-95.066471, 34.852678","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.472645, 34.677424","UNDER 100","NOT AVAILABLE"
"-94.106971, 30.937527","UNDER 100","DEEP EAST TEXAS ELEC COOP INC"
"-96.535435, 34.725663","UNDER 100","NOT AVAILABLE"
"-98.429742, 26.479095","UNDER 100","AEP TEXAS CENTRAL CO."
"-96.594256, 34.801158","UNDER 100","NOT AVAILABLE"
"-96.591281, 34.775581","UNDER 100","NOT AVAILABLE"
"-96.601479, 34.848022","UNDER 100","NOT AVAILABLE"
"-96.600280, 34.826412","UNDER 100","NOT AVAILABLE"
"-95.252386, 29.703786","UNDER 100","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-98.098331, 34.829754","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.548147, 32.837167","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-96.593249, 34.772182","UNDER 100","NOT AVAILABLE"
"-96.632345, 34.770568","UNDER 100","NOT AVAILABLE"
"-96.694080, 34.784252","UNDER 100","NOT AVAILABLE"
"-96.684389, 34.823800","UNDER 100","NOT AVAILABLE"
"-96.662755, 34.788765","UNDER 100","NOT AVAILABLE"
"-96.689108, 34.938651","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.674570, 34.907562","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.809231, 35.043606","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.720437, 34.943220","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.949202, 35.258856","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.296285, 34.149960","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-96.918860, 35.308326","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-103.370769, 34.984152","UNDER 100","FARMER'S ELECTIRC COOPERATIVE"
"-96.931021, 35.278631","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.574987, 35.402792","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.593735, 35.420862","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.626584, 35.416173","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.701415, 34.769311","UNDER 100","NOT AVAILABLE"
"-97.547528, 35.425694","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.528409, 35.407868","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.547706, 35.396912","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-102.791043, 33.358370","UNDER 100","LEA COUNTY ELECTRIC COOP, INC"
"-97.565999, 35.388267","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.036924, 34.749794","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.674848, 35.469192","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.663542, 35.491478","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.658474, 35.425061","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.635089, 35.513268","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.446875, 35.500128","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.451386, 35.518216","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.400306, 35.536538","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.459925, 35.531088","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.338858, 35.536454","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.473408, 35.532319","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.338697, 35.536823","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.150023, 35.448588","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.183477, 35.508710","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.028306, 35.597974","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.255129, 35.530511","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.184523, 35.512236","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.430856, 35.428392","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.034053, 36.159836","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.441314, 35.445997","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.441200, 35.425442","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.481452, 35.419201","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.423696, 35.357944","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.988895, 35.130780","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.115965, 35.130763","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.213657, 34.808298","UNDER 100","NOT AVAILABLE"
"-97.213086, 34.772036","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-94.100994, 30.089077","UNDER 100","ENTERGY TEXAS, INC."
"-97.213754, 34.808189","UNDER 100","NOT AVAILABLE"
"-97.185485, 34.955020","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.844692, 33.689911","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-97.177437, 35.072799","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.923918, 35.094447","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.200136, 35.015141","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.212853, 34.860625","UNDER 100","NOT AVAILABLE"
"-97.661219, 35.338317","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.939637, 36.058411","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.054384, 35.120264","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.687927, 35.934804","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.728781, 35.377078","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.880965, 35.419580","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.314622, 35.106480","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.210510, 30.176061","UNDER 100","ENTERGY LOUISIANA LLC"
"-102.215310, 31.147406","UNDER 100","AEP TEXAS NORTH CO."
"-96.787742, 35.972822","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-93.938535, 32.877270","UNDER 100","SOUTHWESTERN ELECTRIC POWER CO"
"-98.249037, 35.102210","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.310157, 35.152717","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.281114, 34.921469","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.247476, 35.019476","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.269276, 34.364750","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-101.942639, 35.305728","UNDER 100","SOUTHWESTERN PUBLIC SERVICE CO."
"-98.221027, 34.463929","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.984670, 34.123391","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.989486, 34.164384","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.984955, 34.213213","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.983479, 34.311174","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.094801, 34.363277","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.960716, 34.349801","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.749774, 32.781009","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-97.925578, 34.448205","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.648179, 34.482326","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.855578, 34.456345","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.737422, 34.402530","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.505720, 34.545388","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.588260, 34.807787","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.566612, 34.811543","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.544568, 34.777129","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.641408, 34.790341","UNDER 100","NOT AVAILABLE"
"-97.693832, 34.810536","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.522962, 35.040111","UNDER 100","NOT AVAILABLE"
"-97.887599, 34.710655","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.798154, 34.790464","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.901356, 29.928157","UNDER 100","ENTERGY TEXAS, INC."
"-98.225027, 34.990168","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.205767, 34.859406","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.224790, 34.899014","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-100.264270, 32.845998","UNDER 100","AEP TEXAS NORTH CO."
"-105.954211, 35.678963","UNDER 100","PUBLIC SERVICE COMPANY OF NEW MEXICO"
"-97.319560, 31.083221","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-98.230041, 35.083549","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.434072, 34.658007","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.563692, 34.840593","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.378941, 34.773125","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.239971, 35.092859","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-106.641787, 32.400745","UNDER 100","EL PASO ELECTRIC POWER COMPANY"
"-98.228663, 35.082702","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.129592, 35.058500","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.159707, 35.124162","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.010888, 29.608824","UNDER 100","BLUEBONNET ELECTRIC COOP, INC"
"-98.159576, 35.123799","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.105262, 35.410843","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.179833, 31.421194","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-98.105556, 35.510639","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.378480, 35.834242","UNDER 100","NOT AVAILABLE"
"-104.237596, 36.119995","UNDER 100","SPRINGER ELECTRIC COOPERATIVE"
"-98.179028, 35.703920","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.102967, 35.247170","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.047807, 35.486275","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.105890, 35.535251","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.203274, 35.724793","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.106338, 35.764268","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.678123, 35.765303","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.106253, 31.831278","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-99.737605, 29.119337","UNDER 100","AEP TEXAS CENTRAL COMPANY"
"-98.030709, 35.880738","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.365400, 35.949315","UNDER 100","NOT AVAILABLE"
"-98.013402, 36.081229","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.283069, 36.163515","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.040144, 36.170092","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.103015, 36.195323","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.001845, 36.142424","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.010276, 36.122952","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.033880, 36.141674","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.033313, 36.171278","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.990958, 36.117032","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.051289, 36.133880","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.731829, 35.934966","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-103.703805, 32.982511","UNDER 100","LEA COUNTY ELECTRIC COOPERATIVE"
"-96.748684, 35.940800","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.193804, 35.717452","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.641854, 35.956570","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.735939, 36.011072","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.557138, 33.817304","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-96.692107, 36.000269","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.653213, 36.056128","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.749390, 35.942323","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.581257, 36.065033","UNDER 100","NOT AVAILABLE"
"-98.942678, 36.035744","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.479350, 36.400136","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.392057, 36.426037","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.422992, 36.364084","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.747320, 36.061705","UNDER 100","NOT AVAILABLE"
"-101.834683, 34.150967","UNDER 100","NOT AVAILABLE"
"-99.686312, 36.330974","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-103.935489, 32.356023","UNDER 100","SOUTHWEST PUBLIC SERVICE COMPANY"
"-99.050162, 36.107010","UNDER 100","NOT AVAILABLE"
"-99.472077, 36.378804","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.969526, 35.812486","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-99.393108, 36.435378","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.370358, 36.405616","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.621717, 36.236142","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.410325, 36.423183","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.392039, 36.444569","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-106.671866, 31.805787","UNDER 100","EL PASO ELECTRIC POWER COMPANY"
"-99.495340, 36.496690","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-98.833798, 36.065063","UNDER 100","NOT AVAILABLE"
"-97.265057, 35.283458","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.177458, 35.414229","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-99.216362, 28.961382","UNDER 100","AEP TEXAS CENTRAL COMPANY"
"-97.221201, 35.319201","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.177186, 35.271850","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.177072, 35.216796","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.320201, 35.320264","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-94.016549, 33.514915","UNDER 100","SOUTHWEST ARKANSAS ELECTRIC COOPERATIVE CORORATION"
"-98.177329, 35.861365","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-96.402060, 35.922199","UNDER 100","NOT AVAILABLE"
"-97.835161, 35.167312","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-98.183453, 36.568927","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-97.980376, 34.358337","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-101.230308, 37.127027","UNDER 100","PIONEER ELECTRIC COOP, INC - (KS)"
"-97.564407, 35.159641","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-96.483860, 31.184445","UNDER 100","CITY OF BRYAN - (TX)"
"-97.564545, 35.130216","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.098939, 31.719655","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-96.406749, 35.767268","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.977933, 34.259641","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-93.082002, 30.081745","UNDER 100","ENTERGY LOUISIANA LLC"
"-97.703283, 29.640446","UNDER 100","NOT AVAILABLE"
"-94.525972, 33.022323","UNDER 100","SOUTHWESTERN ELECTRIC POWER CO"
"-97.977726, 34.348672","UNDER 100","PUBLIC SERVICE CO OF OKLAHOMA"
"-97.566069, 35.473537","UNDER 100","OKLAHOMA GAS & ELECTRIC CO"
"-95.008987, 30.779323","UNDER 100","CITY OF LIVINGSTON - (TX)"
"-97.734180, 30.421191","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-97.733335, 30.373734","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-95.058047, 30.815398","UNDER 100","CITY OF LIVINGSTON - (TX)"
"-94.916985, 30.664696","UNDER 100","NOT AVAILABLE"
"-97.756152, 31.126258","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-98.363818, 30.256346","UNDER 100","PEDERNALES ELECTRIC COOP, INC"
"-99.074861, 30.606083","UNDER 100","CENTRAL TEXAS ELEC COOP, INC"
"-100.630716, 30.713069","UNDER 100","AEP TEXAS NORTH CO."
"-97.840621, 31.034914","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.395011, 31.945981","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.993440, 30.834018","UNDER 100","TEXAS-NEW MEXICO POWER CO."
"-103.002748, 30.701475","UNDER 100","TEXAS-NEW MEXICO POWER CO."
"-94.104829, 30.098815","UNDER 100","ENTERGY TEXAS, INC."
"-101.838168, 31.181972","UNDER 100","NOT AVAILABLE"
"-101.535266, 31.185110","UNDER 100","NOT AVAILABLE"
"-101.547926, 31.151135","UNDER 100","NOT AVAILABLE"
"-101.563930, 31.117439","UNDER 100","NOT AVAILABLE"
"-101.569761, 31.069616","UNDER 100","NOT AVAILABLE"
"-101.277107, 32.097269","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.163885, 32.054012","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.163847, 32.054064","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.130679, 32.051010","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.175224, 32.144303","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.130702, 32.051068","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-102.989255, 31.195082","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-103.103126, 31.016715","UNDER 100","NOT AVAILABLE"
"-102.188546, 32.149747","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-103.028544, 30.973097","UNDER 100","NOT AVAILABLE"
"-105.712968, 31.259017","UNDER 100","EL PASO ELECTRIC CO."
"-103.247983, 33.141006","UNDER 100","LEA COUNTY ELECTRIC COOPERATIVE"
"-102.488734, 31.985759","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.803484, 31.520042","UNDER 100","NOT AVAILABLE"
"-101.811778, 31.544626","UNDER 100","NOT AVAILABLE"
"-101.778423, 31.598880","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.814735, 31.544230","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.706729, 31.629587","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.308464, 32.303845","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-104.412682, 32.700627","UNDER 100","CENTRAL VALLEY COOPERATIVE"
"-104.238870, 32.745049","UNDER 100","CENTRAL VALLEY COOPERATIVE"
"-104.320070, 32.764645","UNDER 100","CENTRAL VALLEY COOPERATIVE"
"-100.442624, 30.793762","UNDER 100","AEP TEXAS NORTH CO."
"-101.374769, 32.289016","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-103.249314, 33.275644","UNDER 100","LEA COUNTY ELECTRIC COOPERATIVE"
"-102.932530, 32.827782","UNDER 100","NOT AVAILABLE"
"-94.097533, 30.089663","UNDER 100","ENTERGY TEXAS, INC."
"-101.653361, 32.478764","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.862864, 32.657474","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.732030, 32.547512","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.788012, 32.594876","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.254992, 32.315718","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.194740, 32.303582","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-101.041580, 32.352162","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.891641, 32.373830","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.963132, 32.665553","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.642373, 32.428316","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.355989, 32.381143","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-94.104753, 30.061708","UNDER 100","ENTERGY TEXAS, INC."
"-94.060885, 30.020207","UNDER 100","ENTERGY TEXAS, INC."
"-94.067090, 30.003550","UNDER 100","ENTERGY TEXAS, INC."
"-94.093823, 30.051780","UNDER 100","NOT AVAILABLE"
"-94.093841, 30.053488","UNDER 100","NOT AVAILABLE"
"-94.066674, 29.992183","UNDER 100","ENTERGY TEXAS, INC."
"-94.057953, 29.979464","UNDER 100","ENTERGY TEXAS, INC."
"-94.059727, 29.982067","UNDER 100","ENTERGY TEXAS, INC."
"-94.042613, 30.011272","UNDER 100","ENTERGY TEXAS, INC."
"-100.211202, 32.449624","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.211389, 32.448538","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.343520, 32.472138","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-100.343508, 32.472156","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-94.190779, 30.125739","UNDER 100","ENTERGY TEXAS, INC."
"-94.199665, 29.988343","UNDER 100","ENTERGY TEXAS, INC."
"-94.191704, 29.994589","UNDER 100","ENTERGY TEXAS, INC."
"-94.206907, 29.979350","UNDER 100","ENTERGY TEXAS, INC."
"-100.073415, 32.464651","UNDER 100","NOT AVAILABLE"
"-99.931006, 32.484711","UNDER 100","NOT AVAILABLE"
"-93.986227, 29.887423","UNDER 100","ENTERGY TEXAS, INC."
"-100.097062, 32.485724","UNDER 100","NOT AVAILABLE"
"-93.953673, 29.883572","UNDER 100","ENTERGY TEXAS, INC."
"-99.798625, 32.450750","UNDER 100","AEP TEXAS NORTH CO."
"-100.323031, 32.616583","UNDER 100","BIG COUNTRY ELECTRIC COOP, INC"
"-100.074663, 32.449269","UNDER 100","NOT AVAILABLE"
"-93.958051, 29.913219","UNDER 100","ENTERGY TEXAS, INC."
"-93.952597, 29.884849","UNDER 100","ENTERGY TEXAS, INC."
"-93.947428, 29.887431","UNDER 100","ENTERGY TEXAS, INC."
"-93.956379, 29.889961","UNDER 100","ENTERGY TEXAS, INC."
"-100.074225, 32.449358","UNDER 100","NOT AVAILABLE"
"-99.780953, 32.525590","UNDER 100","AEP TEXAS NORTH COMPANY"
"-99.753470, 32.392632","UNDER 100","AEP TEXAS NORTH CO."
"-99.727683, 32.386791","UNDER 100","AEP TEXAS NORTH CO."
"-99.731356, 32.425665","UNDER 100","AEP TEXAS NORTH CO."
"-99.699740, 32.470717","UNDER 100","AEP TEXAS NORTH CO."
"-93.971921, 29.869760","UNDER 100","ENTERGY TEXAS, INC."
"-99.711518, 32.452733","UNDER 100","AEP TEXAS NORTH CO."
"-99.723173, 32.457665","UNDER 100","AEP TEXAS NORTH CO."
"-94.858595, 32.484526","UNDER 100","NOT AVAILABLE"
"-99.735874, 32.424185","UNDER 100","AEP TEXAS NORTH CO."
"-99.786593, 32.425656","UNDER 100","AEP TEXAS NORTH CO."
"-97.662204, 31.935884","UNDER 100","NOT AVAILABLE"
"-99.752963, 32.443079","UNDER 100","AEP TEXAS NORTH COMPANY"
"-95.203212, 29.719493","UNDER 100","CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC"
"-99.789282, 32.480641","UNDER 100","AEP TEXAS NORTH COMPANY"
"-102.922410, 32.944270","UNDER 100","SOUTHWESTERN PUBLIC SERVICE CO."
"-99.713999, 32.502330","UNDER 100","AEP TEXAS NORTH COMPANY"
"-99.728174, 32.487718","UNDER 100","AEP TEXAS NORTH COMPANY"
"-99.761015, 32.490422","UNDER 100","AEP TEXAS NORTH COMPANY"
"-94.682990, 33.380745","UNDER 100","NOT AVAILABLE"
"-94.857103, 33.210751","UNDER 100","NOT AVAILABLE"
"-94.566881, 33.399572","UNDER 100","NOT AVAILABLE"
"-102.333668, 34.923102","UNDER 100","NOT AVAILABLE"
"-99.745556, 32.502488","UNDER 100","AEP TEXAS NORTH COMPANY"
"-103.404654, 34.178143","UNDER 100","ROOSEVELT COUNTY ELECTRIC COOPERATIVE"
"-103.534009, 34.045591","UNDER 100","ROOSEVELT COUNTY ELECTRIC COOPERATIVE"
"-99.776880, 32.502608","UNDER 100","AEP TEXAS NORTH COMPANY"
"-98.488993, 33.946226","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
"-99.506383, 32.621812","UNDER 100","AEP TEXAS NORTH CO."
"-97.666963, 31.932738","UNDER 100","ONCOR ELECTRIC DELIVERY CO."
